file,error
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/1-5/Roberto R/voiced/VI1rriovbie49M2605161847_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/1-5/Lucia R/voiced/VI1rlouscsi77F2605161827_OnlyVoiced.wav,"Input X contains NaN.
PCA does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values"
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/1-5/Leonarda L/voiced/VI2lloeroun56F2605161930_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/1-5/Leonarda L/voiced/VI1lloeroun56F2605161929_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Giulia P/voiced/VI2GPIUUGLL63F100220171026_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Giulia P/voiced/VE2GPIUUGLL63F100220171025_OnlyVoiced.wav,index 0 is out of bounds for axis 0 with size 0
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Giulia P/voiced/VI1GPIUUGLL63F100220171025_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Giovanni M/voiced/VE1GMIAOSVI44M100220170947_OnlyVoiced.wav,"Input X contains NaN.
PCA does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values"
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Nicola M/voiced/VA2NMIICNOO52M100220171137_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Nicola M/voiced/VE1NMIICNOO52M100220171138_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Nicola M/voiced/VA1NMIICNOO52M100220171136_OnlyVoiced.wav,index 0 is out of bounds for axis 0 with size 0
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Nicola M/voiced/VE2NMIICNOO52M100220171139_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Mario B/voiced/VI2MBAUROIN45M100220171010_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Vito S/voiced/VE2VSIOTLOP47M100220171333_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
/Users/edward/Documents/GitHub/als-project/filtered/data/Italian_Parkinsons_Voice_and_speech/28 People with Parkinson's disease/17-28/Giovanni N/voiced/VI2GNIEOGVL47M100220171219_OnlyVoiced.wav,"To analyse this Sound, “minimum pitch” must not be less than 1000 Hz.
Sound ""untitled"": pitch analysis not performed."
